Time,"Coolant temperature","Oil temperature","Intake air temperature","Battery voltage","Transmission temperature","Fuel tank level","Current battery voltage","Current battery voltage","Battery power from the IBS"
375.547,183.20,208.40,88.70,14.88,175.10,44.00,0.00,15.03,-14.38
375.727,183.20,208.40,88.70,14.88,175.10,44.00,0.00,15.03,-14.38
375.904,183.20,210.20,88.70,14.88,175.10,44.00,0.00,15.03,-14.38
376.087,183.20,210.20,90.05,14.88,175.10,44.00,0.00,15.03,-14.38
376.267,183.20,210.20,90.05,14.88,175.10,44.00,0.00,15.03,-14.38
376.446,183.20,210.20,90.05,14.88,175.10,44.00,0.00,15.03,-14.38
376.628,183.20,210.20,90.05,14.88,175.10,44.00,0.00,15.03,-14.38
376.807,183.20,210.20,90.05,14.88,175.10,44.00,0.00,15.03,-14.38
376.987,183.20,210.20,90.05,14.88,175.10,44.00,0.00,15.03,-14.38
377.166,183.20,210.20,90.05,14.88,175.10,44.00,0.00,15.03,-14.08
377.344,181.85,210.20,90.05,14.88,175.10,44.00,0.00,15.03,-14.08
377.527,181.85,210.20,90.05,14.88,175.10,44.00,0.00,15.03,-14.08
377.706,181.85,210.20,91.40,14.88,175.10,44.00,0.00,15.03,-14.08
377.887,181.85,210.20,91.40,14.88,175.10,44.00,0.00,15.03,-14.08
378.067,181.85,210.20,91.40,14.88,175.10,44.00,0.00,15.03,-14.08
378.247,181.85,210.20,91.40,14.88,175.10,44.00,0.00,15.03,-14.08
378.426,181.85,210.20,91.40,14.88,175.10,44.00,0.00,15.03,-14.08
378.604,181.85,210.20,91.40,14.88,175.10,44.00,0.00,15.04,-14.08
378.787,181.85,210.20,91.40,14.88,175.10,44.00,0.00,15.04,-14.00
378.967,180.50,210.20,91.40,14.88,175.10,44.00,0.00,15.04,-14.00
379.147,180.50,210.20,91.40,14.88,175.10,44.00,0.00,15.04,-14.00
379.327,180.50,210.20,92.75,14.88,175.10,44.00,0.00,15.04,-14.00
379.507,180.50,210.20,92.75,14.88,175.10,44.00,0.00,15.04,-14.00
379.684,180.50,210.20,92.75,14.88,175.10,44.00,0.00,15.04,-14.00
379.866,180.50,210.20,92.75,14.88,175.10,44.00,0.00,15.04,-14.00
380.047,180.50,210.20,92.75,14.88,175.10,44.00,0.00,15.04,-14.00
380.226,180.50,210.20,92.75,14.88,175.10,44.00,0.00,15.03,-14.00
380.406,180.50,210.20,92.75,14.88,175.10,44.00,0.00,15.03,-13.94
380.587,180.50,210.20,92.75,14.88,175.10,44.00,0.00,15.03,-13.94
380.766,180.50,210.20,92.75,14.88,175.10,44.00,0.00,15.03,-13.94
380.946,180.50,210.20,92.75,14.88,175.10,44.00,0.00,15.03,-13.94
381.127,180.50,210.20,92.75,14.88,175.10,44.00,0.00,15.03,-13.94
381.306,180.50,210.20,92.75,14.88,175.10,44.00,0.00,15.03,-13.94
381.487,180.50,210.20,92.75,14.88,175.10,44.00,0.00,15.03,-13.94
381.666,180.50,210.20,92.75,14.88,175.10,44.00,0.00,15.03,-13.94
381.844,180.50,210.20,92.75,14.88,175.10,44.00,0.00,15.04,-13.94
382.027,180.50,210.20,92.75,14.88,175.10,44.00,0.00,15.04,-13.72
382.206,179.15,210.20,92.75,14.88,175.10,44.00,0.00,15.04,-13.72
382.387,179.15,210.20,92.75,14.88,175.10,44.00,0.00,15.04,-13.72
382.597,179.15,210.20,92.75,14.88,175.10,44.00,0.00,15.04,-13.72
382.777,179.15,210.20,92.75,13.47,175.10,44.00,0.00,15.04,-13.72
382.957,179.15,210.20,92.75,13.47,175.10,44.00,0.00,15.04,-13.72
383.137,179.15,210.20,92.75,13.47,175.10,44.00,0.00,15.04,-13.72
383.317,179.15,210.20,92.75,13.47,175.10,44.00,0.00,15.04,-13.72
383.497,179.15,210.20,92.75,13.47,175.10,44.00,0.00,13.80,-13.72
383.675,179.15,210.20,92.75,13.47,175.10,44.00,0.00,13.80,-8.48
383.857,177.80,210.20,92.75,13.47,175.10,44.00,0.00,13.80,-8.48
384.036,177.80,210.20,92.75,13.47,175.10,44.00,0.00,13.80,-8.48
384.217,177.80,210.20,94.10,13.47,175.10,44.00,0.00,13.80,-8.48
384.397,177.80,210.20,94.10,13.38,175.10,44.00,0.00,13.80,-8.48
384.577,177.80,210.20,94.10,13.38,175.10,44.00,0.00,13.80,-8.48
384.757,177.80,210.20,94.10,13.38,175.10,44.00,0.00,13.80,-8.48
384.933,177.80,210.20,94.10,13.38,175.10,44.00,0.00,13.80,-8.48
385.117,177.80,210.20,94.10,13.38,175.10,44.00,0.00,13.61,-8.48
385.297,177.80,210.20,94.10,13.38,175.10,44.00,0.00,13.61,-9.84
385.477,176.45,210.20,94.10,13.38,175.10,44.00,0.00,13.61,-9.84
385.657,176.45,210.20,94.10,13.38,175.10,44.00,0.00,13.61,-9.84
385.837,176.45,210.20,94.10,13.38,175.10,44.00,0.00,13.61,-9.84
386.017,176.45,210.20,94.10,13.38,175.10,44.00,0.00,13.61,-9.84
386.196,176.45,210.20,94.10,13.38,175.10,44.00,0.00,13.61,-9.84
386.377,176.45,210.20,94.10,13.38,175.10,44.00,0.00,13.61,-9.84
386.554,176.45,210.20,94.10,13.38,175.10,44.00,0.00,13.61,-9.84
386.737,176.45,210.20,94.10,13.38,175.10,44.00,0.00,13.53,-9.84
386.917,176.45,210.20,94.10,13.38,175.10,44.00,0.00,13.53,-7.70
387.096,176.45,210.20,94.10,13.38,175.10,44.00,0.00,13.53,-7.70
387.276,176.45,210.20,94.10,13.38,175.10,44.00,0.00,13.53,-7.70
387.456,176.45,210.20,92.75,13.38,175.10,44.00,0.00,13.53,-7.70
387.636,176.45,210.20,92.75,13.28,175.10,44.00,0.00,13.53,-7.70
387.817,176.45,210.20,92.75,13.28,175.10,44.00,0.00,13.53,-7.70
387.995,176.45,210.20,92.75,13.28,175.10,44.00,0.00,13.53,-7.70
388.177,176.45,210.20,92.75,13.28,175.10,44.00,0.00,13.53,-7.70
388.357,176.45,210.20,92.75,13.28,175.10,44.00,0.00,13.52,-7.70
388.537,176.45,210.20,92.75,13.28,175.10,44.00,0.00,13.52,-8.36
388.717,175.10,210.20,92.75,13.28,175.10,44.00,0.00,13.52,-8.36
388.897,175.10,210.20,92.75,13.28,175.10,44.00,0.00,13.52,-8.36
389.074,175.10,210.20,92.75,13.28,175.10,44.00,0.00,13.52,-8.36
389.256,175.10,210.20,92.75,13.38,175.10,44.00,0.00,13.52,-8.36
389.437,175.10,210.20,92.75,13.38,175.10,44.00,0.00,13.52,-8.36
389.616,175.10,210.20,92.75,13.38,175.10,44.00,0.00,13.52,-8.36
389.797,175.10,210.20,92.75,13.38,175.10,44.00,0.00,13.52,-8.36
389.977,175.10,210.20,92.75,13.38,175.10,44.00,0.00,13.52,-8.36
390.156,175.10,210.20,92.75,13.38,175.10,44.00,0.00,13.52,-8.54
390.337,175.10,210.20,92.75,13.38,175.10,44.00,0.00,13.52,-8.54
390.516,175.10,210.20,92.75,13.38,175.10,44.00,0.00,13.52,-8.54
390.697,175.10,210.20,92.75,13.38,175.10,44.00,0.00,13.52,-8.54
390.879,175.10,210.20,92.75,13.38,175.10,44.00,0.00,13.52,-8.54
391.056,175.10,210.20,92.75,13.38,175.10,44.00,0.00,13.52,-8.54
391.236,175.10,210.20,92.75,13.38,175.10,44.00,0.00,13.52,-8.54
391.416,175.10,210.20,92.75,13.38,175.10,44.00,0.00,13.52,-8.54
391.597,175.10,210.20,92.75,13.38,175.10,44.00,0.00,13.52,-8.54
391.773,175.10,210.20,92.75,13.38,175.10,44.00,0.00,13.52,-8.80
391.957,175.10,210.20,92.75,13.38,175.10,44.00,0.00,13.52,-8.80
392.137,175.10,210.20,92.75,13.38,175.10,44.00,0.00,13.52,-8.80
392.317,175.10,210.20,94.10,13.38,175.10,44.00,0.00,13.52,-8.80
392.494,175.10,210.20,94.10,13.28,175.10,44.00,0.00,13.52,-8.80
392.677,175.10,210.20,94.10,13.28,175.10,44.00,0.00,13.52,-8.80
392.857,175.10,210.20,94.10,13.28,175.10,44.00,0.00,13.52,-8.80
393.037,175.10,210.20,94.10,13.28,175.10,44.00,0.00,13.52,-8.80
393.217,175.10,210.20,94.10,13.28,175.10,44.00,0.00,13.51,-8.80
393.396,175.10,210.20,94.10,13.28,175.10,44.00,0.00,13.51,-8.60
393.577,175.10,210.20,94.10,13.28,175.10,44.00,0.00,13.51,-8.60
393.756,175.10,210.20,94.10,13.28,175.10,44.00,0.00,13.51,-8.60
393.937,175.10,210.20,94.10,13.28,175.10,44.00,0.00,13.51,-8.60
394.116,175.10,210.20,94.10,13.28,175.10,44.00,0.00,13.51,-8.60
394.297,175.10,210.20,94.10,13.28,175.10,44.00,0.00,13.51,-8.60
394.476,175.10,210.20,94.10,13.28,175.10,44.00,0.00,13.51,-8.60
394.655,175.10,210.20,94.10,13.28,175.10,44.00,0.00,13.51,-8.60
394.837,175.10,210.20,94.10,13.28,175.10,44.00,0.00,13.52,-8.60
395.017,175.10,210.20,94.10,13.28,175.10,44.00,0.00,13.52,-8.72
395.197,175.10,210.20,94.10,13.28,175.10,44.00,0.00,13.52,-8.72
395.376,175.10,210.20,94.10,13.28,175.10,44.00,0.00,13.52,-8.72
395.557,175.10,210.20,94.10,13.28,175.10,44.00,0.00,13.52,-8.72
395.737,175.10,210.20,94.10,13.28,175.10,44.00,0.00,13.52,-8.72
395.917,175.10,210.20,94.10,13.28,175.10,44.00,0.00,13.52,-8.72
396.097,175.10,210.20,94.10,13.28,175.10,44.00,0.00,13.52,-8.72
396.277,175.10,210.20,94.10,13.28,175.10,44.00,0.00,13.52,-8.72
396.457,175.10,210.20,94.10,13.28,175.10,44.00,0.00,13.61,-8.72
396.635,175.10,210.20,94.10,13.28,175.10,44.00,0.00,13.61,-15.40
396.817,173.75,210.20,94.10,13.28,175.10,44.00,0.00,13.61,-15.40
396.996,173.75,210.20,94.10,13.28,175.10,44.00,0.00,13.61,-15.40
397.177,173.75,210.20,92.75,13.28,175.10,44.00,0.00,13.61,-15.40
397.357,173.75,210.20,92.75,13.94,175.10,44.00,0.00,13.61,-15.40
397.567,173.75,210.20,92.75,13.94,175.10,44.00,0.00,13.61,-15.40
397.747,173.75,210.20,92.75,13.94,175.10,44.00,0.00,13.61,-15.40
397.927,173.75,210.20,92.75,13.94,175.10,44.00,0.00,13.61,-15.40
398.106,173.75,210.20,92.75,13.94,175.10,44.00,0.00,14.20,-15.40
398.287,173.75,210.20,92.75,13.94,175.10,44.00,0.00,14.20,-14.16
398.467,173.75,210.20,92.75,13.94,175.10,44.00,0.00,14.20,-14.16
398.647,173.75,210.20,92.75,13.94,175.10,44.00,0.00,14.20,-14.16
398.827,173.75,210.20,92.75,13.94,175.10,44.00,0.00,14.20,-14.16
399.006,173.75,210.20,92.75,14.13,175.10,44.00,0.00,14.20,-14.16
399.187,173.75,210.20,92.75,14.13,175.10,44.00,0.00,14.20,-14.16
399.367,173.75,210.20,92.75,14.13,175.10,44.00,0.00,14.20,-14.16
399.547,173.75,210.20,92.75,14.13,175.10,44.00,0.00,14.20,-14.16
399.726,173.75,210.20,92.75,14.13,175.10,44.00,0.00,14.38,-14.16
399.906,173.75,210.20,92.75,14.13,175.10,44.00,0.00,14.38,-16.44
400.087,173.75,210.20,92.75,14.13,175.10,44.00,0.00,14.38,-16.44
400.267,173.75,210.20,92.75,14.13,175.10,44.00,0.00,14.38,-16.44
400.446,173.75,210.20,94.10,14.13,175.10,44.00,0.00,14.38,-16.44
400.627,173.75,210.20,94.10,14.88,175.10,44.00,0.00,14.38,-16.44
400.806,173.75,210.20,94.10,14.88,175.10,44.00,0.00,14.38,-16.44
400.986,173.75,210.20,94.10,14.88,175.10,44.00,0.00,14.38,-16.44
401.167,173.75,210.20,94.10,14.88,175.10,44.00,0.00,14.38,-16.44
401.346,173.75,210.20,94.10,14.88,175.10,44.00,0.00,15.04,-16.44
401.526,173.75,210.20,94.10,14.88,175.10,44.00,0.00,15.04,-14.34
401.706,173.75,210.20,94.10,14.88,175.10,44.00,0.00,15.04,-14.34
401.887,173.75,210.20,94.10,14.88,175.10,44.00,0.00,15.04,-14.34
402.067,173.75,210.20,94.10,14.88,175.10,44.00,0.00,15.04,-14.34
402.247,173.75,210.20,94.10,14.79,175.10,44.00,0.00,15.04,-14.34
402.427,173.75,210.20,94.10,14.79,175.10,44.00,0.00,15.04,-14.34
402.607,173.75,210.20,94.10,14.79,175.10,44.00,0.00,15.04,-14.34
402.817,173.75,210.20,94.10,14.79,175.10,44.00,0.00,15.04,-14.34
402.996,173.75,210.20,94.10,14.79,175.10,44.00,0.00,14.94,-14.34
403.176,173.75,210.20,94.10,14.79,175.10,44.00,0.00,14.94,-13.98
403.355,173.75,210.20,94.10,14.79,175.10,44.00,0.00,14.94,-13.98
403.536,173.75,210.20,94.10,14.79,175.10,44.00,0.00,14.94,-13.98
403.716,173.75,210.20,95.45,14.79,175.10,44.00,0.00,14.94,-13.98
403.897,173.75,210.20,95.45,14.79,175.10,44.00,0.00,14.94,-13.98
404.077,173.75,210.20,95.45,14.79,175.10,44.00,0.00,14.94,-13.98
404.257,173.75,210.20,95.45,14.79,175.10,44.00,0.00,14.94,-13.98
404.467,173.75,210.20,95.45,14.79,175.10,44.00,0.00,14.94,-13.98
404.644,173.75,210.20,95.45,14.79,175.10,44.00,0.00,14.95,-13.98
404.827,173.75,210.20,95.45,14.79,175.10,44.00,0.00,14.95,-13.74
405.006,172.40,210.20,95.45,14.79,175.10,44.00,0.00,14.95,-13.74
405.187,172.40,210.20,95.45,14.79,175.10,44.00,0.00,14.95,-13.74
405.367,172.40,210.20,95.45,14.79,175.10,44.00,0.00,14.95,-13.74
405.547,172.40,210.20,95.45,14.79,175.10,44.00,0.00,14.95,-13.74
405.727,172.40,210.20,95.45,14.79,175.10,44.00,0.00,14.95,-13.74
405.906,172.40,210.20,95.45,14.79,175.10,44.00,0.00,14.95,-13.74
406.087,172.40,210.20,95.45,14.79,175.10,44.00,0.00,14.95,-13.74
406.266,172.40,210.20,95.45,14.79,175.10,44.00,0.00,14.96,-13.74
406.447,172.40,210.20,95.45,14.79,175.10,44.00,0.00,14.96,-14.02
406.634,172.40,210.20,95.45,14.79,175.10,44.00,0.00,14.96,-14.02
406.806,172.40,210.20,95.45,14.79,175.10,44.00,0.00,14.96,-14.02
406.987,172.40,210.20,96.80,14.79,175.10,44.00,0.00,14.96,-14.02
407.167,172.40,210.20,96.80,14.79,175.10,44.00,0.00,14.96,-14.02
407.343,172.40,210.20,96.80,14.79,175.10,44.00,0.00,14.96,-14.02
407.527,172.40,210.20,96.80,14.79,175.10,44.00,0.00,14.96,-14.02
407.707,172.40,210.20,96.80,14.79,175.10,44.00,0.00,14.96,-14.02
407.886,172.40,210.20,96.80,14.79,175.10,44.00,0.00,14.96,-14.02
408.065,172.40,210.20,96.80,14.79,175.10,44.00,0.00,14.96,-13.56
408.247,171.05,210.20,96.80,14.79,175.10,44.00,0.00,14.96,-13.56
408.426,171.05,210.20,96.80,14.79,175.10,44.00,0.00,14.96,-13.56
408.607,171.05,210.20,96.80,14.79,175.10,44.00,0.00,14.96,-13.56
408.786,171.05,210.20,96.80,14.79,175.10,44.00,0.00,14.96,-13.56
408.967,171.05,210.20,96.80,14.79,175.10,44.00,0.00,14.96,-13.56
409.147,171.05,210.20,96.80,14.79,175.10,44.00,0.00,14.96,-13.56
409.327,171.05,210.20,96.80,14.79,175.10,44.00,0.00,14.96,-13.56
409.507,171.05,210.20,96.80,14.79,175.10,44.00,0.00,14.95,-13.56
409.683,171.05,210.20,96.80,14.79,175.10,44.00,0.00,14.95,-13.68
409.867,171.05,210.20,96.80,14.79,175.10,44.00,0.00,14.95,-13.68
410.077,171.05,210.20,96.80,14.79,175.10,44.00,0.00,14.95,-13.68
410.256,171.05,210.20,96.80,14.79,175.10,44.00,0.00,14.95,-13.68
410.436,171.05,210.20,96.80,14.41,175.10,44.00,0.00,14.95,-13.68
410.617,171.05,210.20,96.80,14.41,175.10,44.00,0.00,14.95,-13.68
410.796,171.05,210.20,96.80,14.41,175.10,44.00,0.00,14.95,-13.68
410.977,171.05,210.20,96.80,14.41,175.10,44.00,0.00,14.95,-13.68
411.156,171.05,210.20,96.80,14.41,175.10,44.00,0.00,14.42,-13.68
411.334,171.05,210.20,96.80,14.41,175.10,44.00,0.00,14.42,-9.18
411.516,171.05,210.20,96.80,14.41,175.10,44.00,0.00,14.42,-9.18
411.696,171.05,210.20,96.80,14.41,175.10,44.00,0.00,14.42,-9.18
411.875,171.05,210.20,96.80,14.41,175.10,44.00,0.00,14.42,-9.18
412.057,171.05,210.20,96.80,14.32,175.10,44.00,0.00,14.42,-9.18
412.237,171.05,210.20,96.80,14.32,175.10,44.00,0.00,14.42,-9.18
412.417,171.05,210.20,96.80,14.32,175.10,44.00,0.00,14.42,-9.18
412.596,171.05,210.20,96.80,14.32,175.10,44.00,0.00,14.42,-9.18
412.775,171.05,210.20,96.80,14.32,175.10,44.00,0.00,14.53,-9.18
412.957,171.05,210.20,96.80,14.32,175.10,44.00,0.00,14.53,-15.76
413.137,169.70,210.20,96.80,14.32,175.10,44.00,0.00,14.53,-15.76
413.317,169.70,210.20,96.80,14.32,175.10,44.00,0.00,14.53,-15.76
413.497,169.70,210.20,96.80,14.32,175.10,44.00,0.00,14.53,-15.76
413.677,169.70,210.20,96.80,14.60,175.10,44.00,0.00,14.53,-15.76
413.857,169.70,210.20,96.80,14.60,175.10,44.00,0.00,14.53,-15.76
414.037,169.70,210.20,96.80,14.60,175.10,44.00,0.00,14.53,-15.76
414.216,169.70,210.20,96.80,14.60,175.10,44.00,0.00,14.53,-15.76
414.395,169.70,210.20,96.80,14.60,175.10,44.00,0.00,14.89,-15.76
414.577,169.70,210.20,96.80,14.60,175.10,44.00,0.00,14.89,-14.80
414.757,169.70,210.20,96.80,14.60,175.10,44.00,0.00,14.89,-14.80
414.937,169.70,210.20,96.80,14.60,175.10,44.00,0.00,14.89,-14.80
415.117,169.70,210.20,98.15,14.60,175.10,44.00,0.00,14.89,-14.80
415.297,169.70,210.20,98.15,14.79,175.10,44.00,0.00,14.89,-14.80
415.476,169.70,210.20,98.15,14.79,175.10,44.00,0.00,14.89,-14.80
415.657,169.70,210.20,98.15,14.79,175.10,44.00,0.00,14.89,-14.80
415.837,169.70,210.20,98.15,14.79,175.10,44.00,0.00,14.89,-14.80
416.017,169.70,210.20,98.15,14.79,175.10,44.00,0.00,14.98,-14.80
416.197,169.70,210.20,98.15,14.79,175.10,44.00,0.00,14.98,-13.48
416.377,169.70,210.20,98.15,14.79,175.10,44.00,0.00,14.98,-13.48
416.557,169.70,210.20,98.15,14.79,175.10,44.00,0.00,14.98,-13.48
416.737,169.70,210.20,98.15,14.79,175.10,44.00,0.00,14.98,-13.48
416.917,169.70,210.20,98.15,14.79,175.10,44.00,0.00,14.98,-13.48
417.097,169.70,210.20,98.15,14.79,175.10,44.00,0.00,14.98,-13.48
417.274,169.70,210.20,98.15,14.79,175.10,44.00,0.00,14.98,-13.48
417.457,169.70,210.20,98.15,14.79,175.10,44.00,0.00,14.98,-13.48
417.636,169.70,210.20,98.15,14.79,175.10,44.00,0.00,14.94,-13.48
417.817,169.70,210.20,98.15,14.79,175.10,44.00,0.00,14.94,-13.34
417.997,169.70,210.20,98.15,14.79,175.10,44.00,0.00,14.94,-13.34
418.177,169.70,210.20,98.15,14.79,175.10,44.00,0.00,14.94,-13.34
418.386,169.70,210.20,96.80,14.79,175.10,44.00,0.00,14.94,-13.34
418.567,169.70,210.20,96.80,14.79,175.10,44.00,0.00,14.94,-13.34
418.747,169.70,210.20,96.80,14.79,175.10,44.00,0.00,14.94,-13.34
418.927,169.70,210.20,96.80,14.79,175.10,44.00,0.00,14.94,-13.34
419.107,169.70,210.20,96.80,14.79,175.10,44.00,0.00,14.94,-13.34
419.287,169.70,210.20,96.80,14.79,175.10,44.00,0.00,14.91,-13.34
419.467,169.70,210.20,96.80,14.79,175.10,44.00,0.00,14.91,-10.66
419.647,169.70,210.20,96.80,14.79,175.10,44.00,0.00,14.91,-10.66
419.827,169.70,210.20,96.80,14.79,175.10,44.00,0.00,14.91,-10.66
420.006,169.70,210.20,95.45,14.79,175.10,44.00,0.00,14.91,-10.66
420.187,169.70,210.20,95.45,14.79,175.10,44.00,0.00,14.91,-10.66
420.367,169.70,210.20,95.45,14.79,175.10,44.00,0.00,14.91,-10.66
420.546,169.70,210.20,95.45,14.79,175.10,44.00,0.00,14.91,-10.66
420.724,169.70,210.20,95.45,14.79,175.10,44.00,0.00,14.91,-10.66
420.907,169.70,210.20,95.45,14.79,175.10,44.00,0.00,14.97,-10.66
421.086,169.70,210.20,95.45,14.79,175.10,44.00,0.00,14.97,-13.48
421.266,169.70,210.20,95.45,14.79,175.10,44.00,0.00,14.97,-13.48
421.447,169.70,210.20,95.45,14.79,175.10,44.00,0.00,14.97,-13.48
421.627,169.70,210.20,95.45,14.79,175.10,44.00,0.00,14.97,-13.48
421.807,169.70,210.20,95.45,14.79,175.10,44.00,0.00,14.97,-13.48
421.984,169.70,210.20,95.45,14.79,175.10,44.00,0.00,14.97,-13.48
422.167,169.70,210.20,95.45,14.79,175.10,44.00,0.00,14.97,-13.48
422.347,169.70,210.20,95.45,14.79,175.10,44.00,0.00,14.97,-13.48
422.527,169.70,210.20,95.45,14.79,175.10,44.00,0.00,14.97,-13.48
422.706,169.70,210.20,95.45,14.79,175.10,44.00,0.00,14.97,-13.46
422.887,169.70,210.20,95.45,14.79,175.10,44.00,0.00,14.97,-13.46
423.067,169.70,210.20,95.45,14.79,175.10,44.00,0.00,14.97,-13.46
423.245,169.70,210.20,96.80,14.79,175.10,44.00,0.00,14.97,-13.46
423.425,169.70,210.20,96.80,14.79,175.10,44.00,0.00,14.97,-13.46
423.607,169.70,210.20,96.80,14.79,175.10,44.00,0.00,14.97,-13.46
423.787,169.70,210.20,96.80,14.79,175.10,44.00,0.00,14.97,-13.46
423.967,169.70,210.20,96.80,14.79,175.10,44.00,0.00,14.97,-13.46
424.147,169.70,210.20,96.80,14.79,175.10,44.00,0.00,14.97,-13.46
424.327,169.70,210.20,96.80,14.79,175.10,44.00,0.00,14.97,-12.86
424.506,169.70,210.20,96.80,14.79,175.10,44.00,0.00,14.97,-12.86
424.688,169.70,210.20,96.80,14.79,175.10,44.00,0.00,14.97,-12.86
424.867,169.70,210.20,98.15,14.79,175.10,44.00,0.00,14.97,-12.86
425.047,169.70,210.20,98.15,14.13,175.10,44.00,0.00,14.97,-12.86
425.227,169.70,210.20,98.15,14.13,177.80,44.00,0.00,14.97,-12.86
425.407,169.70,210.20,98.15,14.13,177.80,44.00,0.00,14.97,-12.86
425.587,169.70,210.20,98.15,14.13,177.80,44.00,0.00,14.97,-12.86
425.767,169.70,210.20,98.15,14.13,177.80,44.00,0.00,14.29,-12.86
425.947,169.70,210.20,98.15,14.13,177.80,44.00,0.00,14.29,-10.62
426.127,169.70,210.20,98.15,14.13,177.80,44.00,0.00,14.29,-10.62
426.307,169.70,210.20,98.15,14.13,177.80,44.00,0.00,14.29,-10.62
426.487,169.70,210.20,98.15,14.13,177.80,44.00,0.00,14.29,-10.62
426.666,169.70,210.20,98.15,13.94,177.80,44.00,0.00,14.29,-10.62
426.847,169.70,210.20,98.15,13.94,177.80,44.00,0.00,14.29,-10.62
427.026,169.70,210.20,98.15,13.94,177.80,44.00,0.00,14.29,-10.62
427.207,169.70,210.20,98.15,13.94,177.80,44.00,0.00,14.29,-10.62
427.386,169.70,210.20,98.15,13.94,177.80,44.00,0.00,14.09,-10.62
427.597,169.70,210.20,98.15,13.94,177.80,44.00,0.00,14.09,-14.08
427.777,171.05,210.20,98.15,13.94,177.80,44.00,0.00,14.09,-14.08
427.958,171.05,210.20,98.15,13.94,177.80,44.00,0.00,14.09,-14.08
428.135,171.05,210.20,98.15,13.94,177.80,44.00,0.00,14.09,-14.08
428.317,171.05,210.20,98.15,14.04,177.80,44.00,0.00,14.09,-14.08
428.497,171.05,210.20,98.15,14.04,177.80,44.00,0.00,14.09,-14.08
428.678,171.05,210.20,98.15,14.04,177.80,44.00,0.00,14.09,-14.08
428.857,171.05,210.20,98.15,14.04,177.80,44.00,0.00,14.09,-14.08
429.037,171.05,210.20,98.15,14.04,177.80,44.00,0.00,14.20,-14.08
429.217,171.05,210.20,98.15,14.04,177.80,44.00,0.00,14.20,-12.86
429.396,171.05,210.20,98.15,14.04,177.80,44.00,0.00,14.20,-12.86
429.577,171.05,210.20,98.15,14.04,177.80,44.00,0.00,14.20,-12.86
429.754,171.05,210.20,99.50,14.04,177.80,44.00,0.00,14.20,-12.86
429.937,171.05,210.20,99.50,13.94,177.80,44.00,0.00,14.20,-12.86
430.117,171.05,210.20,99.50,13.94,177.80,44.00,0.00,14.20,-12.86
430.297,171.05,210.20,99.50,13.94,177.80,44.00,0.00,14.20,-12.86
430.477,171.05,210.20,99.50,13.94,177.80,44.00,0.00,14.20,-12.86
430.657,171.05,210.20,99.50,13.94,177.80,44.00,0.00,14.21,-12.86
430.837,171.05,210.20,99.50,13.94,177.80,44.00,0.00,14.21,-12.94
431.017,171.05,210.20,99.50,13.94,177.80,44.00,0.00,14.21,-12.94
431.196,171.05,210.20,99.50,13.94,177.80,44.00,0.00,14.21,-12.94
431.376,171.05,210.20,99.50,13.94,177.80,44.00,0.00,14.21,-12.94
431.557,171.05,210.20,99.50,14.04,177.80,44.00,0.00,14.21,-12.94
431.736,171.05,210.20,99.50,14.04,177.80,44.00,0.00,14.21,-12.94
431.915,171.05,210.20,99.50,14.04,177.80,44.00,0.00,14.21,-12.94
432.097,171.05,210.20,99.50,14.04,177.80,44.00,0.00,14.21,-12.94
432.277,171.05,210.20,99.50,14.04,177.80,44.00,0.00,14.22,-12.94
432.457,171.05,210.20,99.50,14.04,177.80,44.00,0.00,14.22,-11.68
432.634,171.05,210.20,99.50,14.04,177.80,44.00,0.00,14.22,-11.68
432.817,171.05,208.40,99.50,14.04,177.80,44.00,0.00,14.22,-11.68
432.997,171.05,208.40,99.50,14.04,177.80,44.00,0.00,14.22,-11.68
433.178,171.05,208.40,99.50,13.75,177.80,44.00,0.00,14.22,-11.68
433.357,171.05,208.40,99.50,13.75,177.80,44.00,0.00,14.22,-11.68
433.537,171.05,208.40,99.50,13.75,177.80,44.00,0.00,14.22,-11.68
433.717,171.05,208.40,99.50,13.75,177.80,44.00,0.00,14.22,-11.68
433.897,171.05,208.40,99.50,13.75,177.80,44.00,0.00,13.97,-11.68
434.075,171.05,208.40,99.50,13.75,177.80,44.00,0.00,13.97,-9.66
434.256,172.40,208.40,99.50,13.75,177.80,44.00,0.00,13.97,-9.66
434.437,172.40,208.40,99.50,13.75,177.80,44.00,0.00,13.97,-9.66
434.617,172.40,208.40,99.50,13.75,177.80,44.00,0.00,13.97,-9.66
434.797,172.40,208.40,99.50,13.94,177.80,44.00,0.00,13.97,-9.66
434.977,172.40,208.40,99.50,13.94,175.10,44.00,0.00,13.97,-9.66
435.156,172.40,208.40,99.50,13.94,175.10,44.00,0.00,13.97,-9.66
435.337,172.40,208.40,99.50,13.94,175.10,44.00,0.00,13.97,-9.66
435.517,172.40,208.40,99.50,13.94,175.10,44.00,0.00,14.12,-9.66
435.697,172.40,208.40,99.50,13.94,175.10,44.00,0.00,14.12,-12.96
435.877,172.40,208.40,99.50,13.94,175.10,44.00,0.00,14.12,-12.96
436.056,172.40,208.40,99.50,13.94,175.10,44.00,0.00,14.12,-12.96
436.237,172.40,208.40,99.50,13.94,175.10,44.00,0.00,14.12,-12.96
436.417,172.40,208.40,99.50,13.85,175.10,44.00,0.00,14.12,-12.96
436.597,172.40,208.40,99.50,13.85,177.80,44.00,0.00,14.12,-12.96
