Time,"Coolant temperature","Oil temperature","Intake air temperature","Battery voltage","Transmission temperature","Fuel tank level","Current battery voltage","Current battery voltage","Battery power from the IBS"
436.777,172.40,208.40,99.50,13.85,177.80,44.00,0.00,14.12,-12.96
436.955,172.40,208.40,99.50,13.85,177.80,44.00,0.00,14.12,-12.96
437.137,172.40,208.40,99.50,13.85,177.80,44.00,0.00,14.10,-12.96
437.317,172.40,208.40,99.50,13.85,177.80,44.00,0.00,14.10,-12.68
437.498,172.40,208.40,99.50,13.85,177.80,44.00,0.00,14.10,-12.68
437.677,172.40,208.40,99.50,13.85,177.80,44.00,0.00,14.10,-12.68
437.856,172.40,208.40,96.80,13.85,177.80,44.00,0.00,14.10,-12.68
438.037,172.40,208.40,96.80,13.85,177.80,44.00,0.00,14.10,-12.68
438.247,172.40,208.40,96.80,13.85,175.10,44.00,0.00,14.10,-12.68
438.427,172.40,208.40,96.80,13.85,175.10,44.00,0.00,14.10,-12.68
438.608,172.40,208.40,96.80,13.85,175.10,44.00,0.00,14.10,-12.68
438.787,172.40,208.40,96.80,13.85,175.10,44.00,0.00,14.06,-12.68
438.967,172.40,208.40,96.80,13.85,175.10,44.00,0.00,14.06,-12.72
439.147,173.75,208.40,96.80,13.85,175.10,44.00,0.00,14.06,-12.72
439.326,173.75,208.40,96.80,13.85,175.10,44.00,0.00,14.06,-12.72
439.507,173.75,208.40,95.45,13.85,175.10,44.00,0.00,14.06,-12.72
439.687,173.75,208.40,95.45,13.85,175.10,44.00,0.00,14.06,-12.72
439.867,173.75,208.40,95.45,13.85,177.80,44.00,0.00,14.06,-12.72
440.047,173.75,208.40,95.45,13.85,177.80,44.00,0.00,14.06,-12.72
440.227,173.75,208.40,95.45,13.85,177.80,44.00,0.00,14.06,-12.72
440.407,173.75,208.40,95.45,13.85,177.80,44.00,0.00,14.05,-12.72
440.587,173.75,208.40,95.45,13.85,177.80,44.00,0.00,14.05,-12.76
440.767,175.10,208.40,95.45,13.85,177.80,44.00,0.00,14.05,-12.76
440.947,175.10,208.40,95.45,13.85,177.80,44.00,0.00,14.05,-12.76
441.127,175.10,208.40,94.10,13.85,177.80,44.00,0.00,14.05,-12.76
441.308,175.10,208.40,94.10,13.85,177.80,44.00,0.00,14.05,-12.76
441.487,175.10,208.40,94.10,13.85,173.75,44.00,0.00,14.05,-12.76
441.667,175.10,208.40,94.10,13.85,173.75,44.00,0.00,14.05,-12.76
441.847,175.10,208.40,94.10,13.85,173.75,44.00,0.00,14.05,-12.76
442.027,175.10,208.40,94.10,13.85,173.75,44.00,0.00,14.11,-12.76
442.207,175.10,208.40,94.10,13.85,173.75,44.00,0.00,14.11,-13.40
442.387,175.10,208.40,94.10,13.85,173.75,44.00,0.00,14.11,-13.40
442.567,175.10,208.40,94.10,13.85,173.75,44.00,0.00,14.11,-13.40
442.747,175.10,208.40,94.10,13.85,173.75,44.00,0.00,14.11,-13.40
442.927,175.10,208.40,94.10,13.94,173.75,44.00,0.00,14.11,-13.40
443.107,175.10,208.40,94.10,13.94,177.80,44.00,0.00,14.11,-13.40
443.283,175.10,208.40,94.10,13.94,177.80,44.00,0.00,14.11,-13.40
443.468,175.10,208.40,94.10,13.94,177.80,44.00,0.00,14.11,-13.40
443.648,175.10,208.40,94.10,13.94,177.80,44.00,0.00,14.16,-13.40
443.827,175.10,208.40,94.10,13.94,177.80,44.00,0.00,14.16,-13.04
444.007,176.45,208.40,94.10,13.94,177.80,44.00,0.00,14.16,-13.04
444.187,176.45,208.40,94.10,13.94,177.80,44.00,0.00,14.16,-13.04
444.367,176.45,208.40,94.10,13.94,177.80,44.00,0.00,14.16,-13.04
444.548,176.45,208.40,94.10,13.94,177.80,44.00,0.00,14.16,-13.04
444.724,176.45,208.40,94.10,13.94,177.80,44.00,0.00,14.16,-13.04
444.907,176.45,208.40,94.10,13.94,177.80,44.00,0.00,14.16,-13.04
445.087,176.45,208.40,94.10,13.94,177.80,44.00,0.00,14.16,-13.04
445.267,176.45,208.40,94.10,13.94,177.80,44.00,0.00,14.16,-13.04
445.448,176.45,208.40,94.10,13.94,177.80,44.00,0.00,14.16,-12.90
445.627,177.80,208.40,94.10,13.94,177.80,44.00,0.00,14.16,-12.90
445.807,177.80,208.40,94.10,13.94,177.80,44.00,0.00,14.16,-12.90
445.988,177.80,208.40,94.10,13.94,177.80,44.00,0.00,14.16,-12.90
446.165,177.80,208.40,94.10,13.38,177.80,44.00,0.00,14.16,-12.90
446.348,177.80,208.40,94.10,13.38,177.80,44.00,0.00,14.16,-12.90
446.527,177.80,208.40,94.10,13.38,177.80,44.00,0.00,14.16,-12.90
446.707,177.80,208.40,94.10,13.38,177.80,44.00,0.00,14.16,-12.90
446.887,177.80,208.40,94.10,13.38,177.80,44.00,0.00,13.58,-12.90
447.067,177.80,208.40,94.10,13.38,177.80,44.00,0.00,13.58,-15.90
447.247,177.80,208.40,94.10,13.38,177.80,44.00,0.00,13.58,-15.90
447.428,177.80,208.40,94.10,13.38,177.80,44.00,0.00,13.58,-15.90
447.607,177.80,208.40,95.45,13.38,177.80,44.00,0.00,13.58,-15.90
447.787,177.80,208.40,95.45,14.79,177.80,44.00,0.00,13.58,-15.90
447.967,177.80,208.40,95.45,14.79,177.80,44.00,0.00,13.58,-15.90
448.147,177.80,208.40,95.45,14.79,177.80,44.00,0.00,13.58,-15.90
448.328,177.80,208.40,95.45,14.79,177.80,44.00,0.00,13.58,-15.90
448.508,177.80,208.40,95.45,14.79,177.80,44.00,0.00,14.97,-15.90
448.687,177.80,208.40,95.45,14.79,177.80,44.00,0.00,14.97,-13.28
448.898,177.80,208.40,95.45,14.79,177.80,44.00,0.00,14.97,-13.28
449.077,177.80,208.40,95.45,14.79,177.80,44.00,0.00,14.97,-13.28
449.257,177.80,208.40,96.80,14.79,177.80,44.00,0.00,14.97,-13.28
449.435,177.80,208.40,96.80,14.70,177.80,44.00,0.00,14.97,-13.28
449.618,177.80,208.40,96.80,14.70,177.80,44.00,0.00,14.97,-13.28
449.794,177.80,208.40,96.80,14.70,177.80,44.00,0.00,14.97,-13.28
449.978,177.80,208.40,96.80,14.70,177.80,44.00,0.00,14.97,-13.28
450.157,177.80,208.40,96.80,14.70,177.80,44.00,0.00,14.89,-13.28
450.338,177.80,208.40,96.80,14.70,177.80,44.00,0.00,14.89,-13.46
450.517,179.15,208.40,96.80,14.70,177.80,44.00,0.00,14.89,-13.46
450.697,179.15,208.40,96.80,14.70,177.80,44.00,0.00,14.89,-13.46
450.876,179.15,208.40,96.80,14.70,177.80,44.00,0.00,14.89,-13.46
451.057,179.15,208.40,96.80,14.70,177.80,44.00,0.00,14.89,-13.46
451.237,179.15,208.40,96.80,14.70,177.80,44.00,0.00,14.89,-13.46
451.417,179.15,208.40,96.80,14.70,177.80,44.00,0.00,14.89,-13.46
451.597,179.15,208.40,96.80,14.70,177.80,44.00,0.00,14.89,-13.46
451.774,179.15,208.40,96.80,14.70,177.80,44.00,0.00,14.88,-13.46
451.956,179.15,208.40,96.80,14.70,177.80,44.00,0.00,14.88,-13.26
452.137,179.15,208.40,96.80,14.70,177.80,44.00,0.00,14.88,-13.26
452.317,179.15,208.40,96.80,14.70,177.80,44.00,0.00,14.88,-13.26
452.497,179.15,208.40,98.15,14.70,177.80,44.00,0.00,14.88,-13.26
452.677,179.15,208.40,98.15,14.70,177.80,44.00,0.00,14.88,-13.26
452.857,179.15,208.40,98.15,14.70,173.75,44.00,0.00,14.88,-13.26
453.037,179.15,208.40,98.15,14.70,173.75,44.00,0.00,14.88,-13.26
453.217,179.15,208.40,98.15,14.70,173.75,44.00,0.00,14.88,-13.26
453.398,179.15,208.40,98.15,14.70,173.75,44.00,0.00,14.90,-13.26
453.577,179.15,208.40,98.15,14.70,173.75,44.00,0.00,14.90,-13.30
453.757,179.15,208.40,98.15,14.70,173.75,44.00,0.00,14.90,-13.30
453.934,179.15,208.40,98.15,14.70,173.75,44.00,0.00,14.90,-13.30
454.117,179.15,208.40,98.15,14.70,173.75,44.00,0.00,14.90,-13.30
454.298,179.15,208.40,98.15,14.04,173.75,44.00,0.00,14.90,-13.30
454.478,179.15,208.40,98.15,14.04,177.80,44.00,0.00,14.90,-13.30
454.688,179.15,208.40,98.15,14.04,177.80,44.00,0.00,14.90,-13.30
454.867,179.15,208.40,98.15,14.04,177.80,44.00,0.00,14.90,-13.30
455.048,179.15,208.40,98.15,14.04,177.80,44.00,0.00,14.37,-13.30
455.227,179.15,208.40,98.15,14.04,177.80,44.00,0.00,14.37,-10.92
455.407,179.15,208.40,98.15,14.04,177.80,44.00,0.00,14.37,-10.92
455.587,179.15,208.40,98.15,14.04,177.80,44.00,0.00,14.37,-10.92
455.767,179.15,208.40,99.50,14.04,177.80,44.00,0.00,14.37,-10.92
455.947,179.15,208.40,99.50,13.94,177.80,44.00,0.00,14.37,-10.92
456.127,179.15,208.40,99.50,13.94,175.10,44.00,0.00,14.37,-10.92
456.307,179.15,208.40,99.50,13.94,175.10,44.00,0.00,14.37,-10.92
456.487,179.15,208.40,99.50,13.94,175.10,44.00,0.00,14.37,-10.92
456.667,179.15,208.40,99.50,13.94,175.10,44.00,0.00,14.16,-10.92
456.847,179.15,208.40,99.50,13.94,175.10,44.00,0.00,14.16,-12.86
457.024,179.15,208.40,99.50,13.94,175.10,44.00,0.00,14.16,-12.86
457.207,179.15,208.40,99.50,13.94,175.10,44.00,0.00,14.16,-12.86
457.387,179.15,208.40,99.50,13.94,175.10,44.00,0.00,14.16,-12.86
457.567,179.15,208.40,99.50,13.94,175.10,44.00,0.00,14.16,-12.86
457.747,179.15,208.40,99.50,13.94,177.80,44.00,0.00,14.16,-12.86
457.927,179.15,208.40,99.50,13.94,177.80,44.00,0.00,14.16,-12.86
458.108,179.15,208.40,99.50,13.94,177.80,44.00,0.00,14.16,-12.86
458.287,179.15,208.40,99.50,13.94,177.80,44.00,0.00,14.16,-12.86
458.467,179.15,208.40,99.50,13.94,177.80,44.00,0.00,14.16,-12.72
458.644,179.15,208.40,99.50,13.94,177.80,44.00,0.00,14.16,-12.72
458.827,179.15,208.40,99.50,13.94,177.80,44.00,0.00,14.16,-12.72
459.007,179.15,208.40,99.50,13.94,177.80,44.00,0.00,14.16,-12.72
459.188,179.15,208.40,99.50,13.85,177.80,44.00,0.00,14.16,-12.72
459.367,179.15,208.40,99.50,13.85,177.80,44.00,0.00,14.16,-12.72
459.547,179.15,208.40,99.50,13.85,177.80,44.00,0.00,14.16,-12.72
459.727,179.15,208.40,99.50,13.85,177.80,44.00,0.00,14.16,-12.72
459.908,179.15,208.40,99.50,13.85,177.80,44.00,0.00,14.03,-12.72
460.087,179.15,208.40,99.50,13.85,177.80,44.00,0.00,14.03,-5.04
460.267,179.15,208.40,99.50,13.85,177.80,44.00,0.00,14.03,-5.04
460.447,179.15,208.40,99.50,13.85,177.80,44.00,0.00,14.03,-5.04
460.627,179.15,208.40,99.50,13.85,177.80,44.00,0.00,14.03,-5.04
460.807,179.15,208.40,99.50,13.38,177.80,44.00,0.00,14.03,-5.04
460.987,179.15,208.40,99.50,13.38,177.80,44.00,0.00,14.03,-5.04
461.165,179.15,208.40,99.50,13.38,177.80,44.00,0.00,14.03,-5.04
461.347,179.15,208.40,99.50,13.38,177.80,44.00,0.00,14.03,-5.04
461.525,179.15,208.40,99.50,13.38,177.80,44.00,0.00,13.60,-5.04
461.707,179.15,208.40,99.50,13.38,177.80,44.00,0.00,13.60,-8.84
461.917,180.50,208.40,99.50,13.38,177.80,44.00,0.00,13.60,-8.84
462.097,180.50,208.40,99.50,13.38,177.80,44.00,0.00,13.60,-8.84
462.277,180.50,208.40,99.50,13.38,177.80,44.00,0.00,13.60,-8.84
462.457,180.50,208.40,99.50,13.38,177.80,44.00,0.00,13.60,-8.84
462.637,180.50,208.40,99.50,13.38,177.80,44.00,0.00,13.60,-8.84
462.817,180.50,208.40,99.50,13.38,177.80,44.00,0.00,13.60,-8.84
462.997,180.50,208.40,99.50,13.38,177.80,44.00,0.00,13.60,-8.84
463.177,180.50,208.40,99.50,13.38,177.80,44.00,0.00,13.60,-8.84
463.387,180.50,208.40,99.50,13.38,177.80,44.00,0.00,13.60,-9.12
463.565,180.50,208.40,99.50,13.38,177.80,44.00,0.00,13.60,-9.12
463.748,180.50,208.40,99.50,13.38,177.80,44.00,0.00,13.60,-9.12
463.987,180.50,208.40,99.50,13.38,177.80,44.00,0.00,13.60,-9.12
464.167,180.50,208.40,99.50,13.28,177.80,44.00,0.00,13.60,-9.12
464.347,180.50,208.40,99.50,13.28,177.80,44.00,0.00,13.60,-9.12
464.527,180.50,208.40,99.50,13.28,177.80,44.00,0.00,13.60,-9.12
464.707,180.50,208.40,99.50,13.28,177.80,44.00,0.00,13.60,-9.12
464.887,180.50,208.40,99.50,13.28,177.80,44.00,0.00,13.50,-9.12
465.068,180.50,208.40,99.50,13.28,177.80,44.00,0.00,13.50,-12.26
465.248,180.50,208.40,99.50,13.28,177.80,44.00,0.00,13.50,-12.26
465.427,180.50,208.40,99.50,13.28,177.80,44.00,0.00,13.50,-12.26
465.607,180.50,208.40,99.50,13.28,177.80,44.00,0.00,13.50,-12.26
465.786,180.50,208.40,99.50,13.56,177.80,44.00,0.00,13.50,-12.26
465.967,180.50,208.40,99.50,13.56,173.75,44.00,0.00,13.50,-12.26
466.147,180.50,208.40,99.50,13.56,173.75,44.00,0.00,13.50,-12.26
466.327,180.50,208.40,99.50,13.56,173.75,44.00,0.00,13.50,-12.26
466.508,180.50,208.40,99.50,13.56,173.75,44.00,0.00,13.84,-12.26
466.716,180.50,208.40,99.50,13.56,173.75,44.00,0.00,13.84,-15.86
466.897,180.50,208.40,99.50,13.56,173.75,44.00,0.00,13.84,-15.86
467.077,180.50,208.40,99.50,13.56,173.75,44.00,0.00,13.84,-15.86
467.257,180.50,208.40,99.50,13.56,173.75,44.00,0.00,13.84,-15.86
467.437,180.50,208.40,99.50,14.04,173.75,44.00,0.00,13.84,-15.86
467.617,180.50,208.40,99.50,14.04,173.75,44.00,0.00,13.84,-15.86
467.797,180.50,208.40,99.50,14.04,173.75,44.00,0.00,13.84,-15.86
467.978,180.50,208.40,99.50,14.04,173.75,44.00,0.00,13.84,-15.86
468.158,180.50,208.40,99.50,14.04,173.75,44.00,0.00,14.17,-15.86
468.337,180.50,208.40,99.50,14.04,173.75,44.00,0.00,14.17,-12.64
468.517,180.50,208.40,99.50,14.04,173.75,44.00,0.00,14.17,-12.64
468.695,180.50,208.40,99.50,14.04,173.75,44.00,0.00,14.17,-12.64
468.877,180.50,208.40,99.50,14.04,173.75,44.00,0.00,14.17,-12.64
469.058,180.50,208.40,99.50,13.94,173.75,44.00,0.00,14.17,-12.64
469.238,180.50,208.40,99.50,13.94,177.80,44.00,0.00,14.17,-12.64
469.417,180.50,208.40,99.50,13.94,177.80,44.00,0.00,14.17,-12.64
469.597,180.50,208.40,99.50,13.94,177.80,44.00,0.00,14.17,-12.64
469.777,180.50,208.40,99.50,13.94,177.80,44.00,0.00,14.22,-12.64
469.957,180.50,208.40,99.50,13.94,177.80,44.00,0.00,14.22,-13.08
470.137,181.85,208.40,99.50,13.94,177.80,44.00,0.00,14.22,-13.08
470.317,181.85,208.40,99.50,13.94,177.80,44.00,0.00,14.22,-13.08
470.497,181.85,208.40,100.85,13.94,177.80,44.00,0.00,14.22,-13.08
470.678,181.85,208.40,100.85,13.38,177.80,44.00,0.00,14.22,-13.08
470.857,181.85,208.40,100.85,13.38,177.80,44.00,0.00,14.22,-13.08
471.037,181.85,208.40,100.85,13.38,177.80,44.00,0.00,14.22,-13.08
471.217,181.85,208.40,100.85,13.38,177.80,44.00,0.00,14.22,-13.08
471.397,181.85,208.40,100.85,13.38,177.80,44.00,0.00,13.63,-13.08
471.577,181.85,208.40,100.85,13.38,177.80,44.00,0.00,13.63,-9.80
471.753,181.85,208.40,100.85,13.38,177.80,44.00,0.00,13.63,-9.80
471.936,181.85,208.40,100.85,13.38,177.80,44.00,0.00,13.63,-9.80
472.117,181.85,208.40,100.85,13.38,177.80,44.00,0.00,13.63,-9.80
472.297,181.85,208.40,100.85,13.38,177.80,44.00,0.00,13.63,-9.80
472.477,181.85,208.40,100.85,13.38,177.80,44.00,0.00,13.63,-9.80
472.657,181.85,208.40,100.85,13.38,177.80,44.00,0.00,13.63,-9.80
472.837,181.85,208.40,100.85,13.38,177.80,44.00,0.00,13.63,-9.80
473.018,181.85,208.40,100.85,13.38,177.80,44.00,0.00,13.61,-9.80
473.197,181.85,208.40,100.85,13.38,177.80,44.00,0.00,13.61,-8.36
473.377,181.85,208.40,100.85,13.38,177.80,44.00,0.00,13.61,-8.36
473.558,181.85,208.40,100.85,13.38,177.80,44.00,0.00,13.61,-8.36
473.737,181.85,208.40,100.85,13.38,177.80,44.00,0.00,13.61,-8.36
473.917,181.85,208.40,100.85,13.28,177.80,44.00,0.00,13.61,-8.36
474.098,181.85,208.40,100.85,13.28,177.80,44.00,0.00,13.61,-8.36
474.277,181.85,208.40,100.85,13.28,177.80,44.00,0.00,13.61,-8.36
474.457,181.85,208.40,100.85,13.28,177.80,44.00,0.00,13.61,-8.36
474.637,181.85,208.40,100.85,13.28,177.80,44.00,0.00,13.54,-8.36
474.814,181.85,208.40,100.85,13.28,177.80,44.00,0.00,13.54,-8.58
474.997,181.85,208.40,100.85,13.28,177.80,44.00,0.00,13.54,-8.58
475.177,181.85,208.40,100.85,13.28,177.80,44.00,0.00,13.54,-8.58
475.357,181.85,208.40,100.85,13.28,177.80,44.00,0.00,13.54,-8.58
475.538,181.85,208.40,100.85,13.38,177.80,44.00,0.00,13.54,-8.58
475.717,181.85,208.40,100.85,13.38,177.80,44.00,0.00,13.54,-8.58
475.898,181.85,208.40,100.85,13.38,177.80,44.00,0.00,13.54,-8.58
476.077,181.85,208.40,100.85,13.38,177.80,44.00,0.00,13.54,-8.58
476.257,181.85,208.40,100.85,13.38,177.80,44.00,0.00,13.54,-8.58
476.437,181.85,208.40,100.85,13.38,177.80,44.00,0.00,13.54,-7.78
476.618,181.85,208.40,100.85,13.38,177.80,44.00,0.00,13.54,-7.78
476.797,181.85,208.40,100.85,13.38,177.80,44.00,0.00,13.54,-7.78
476.977,181.85,208.40,100.85,13.38,177.80,44.00,0.00,13.54,-7.78
477.157,181.85,208.40,100.85,13.00,177.80,44.00,0.00,13.54,-7.78
477.338,181.85,208.40,100.85,13.00,173.75,44.00,0.00,13.54,-7.78
477.517,181.85,208.40,100.85,13.00,173.75,44.00,0.00,13.54,-7.78
477.727,181.85,208.40,100.85,13.00,173.75,44.00,0.00,13.54,-7.78
477.908,181.85,208.40,100.85,13.00,173.75,44.00,0.00,13.30,-7.78
478.087,181.85,208.40,100.85,13.00,173.75,44.00,0.00,13.30,-12.60
478.265,181.85,208.40,100.85,13.00,173.75,44.00,0.00,13.30,-12.60
478.447,181.85,206.60,100.85,13.00,173.75,44.00,0.00,13.30,-12.60
478.628,181.85,206.60,100.85,13.00,173.75,44.00,0.00,13.30,-12.60
478.807,181.85,206.60,100.85,14.22,173.75,44.00,0.00,13.30,-12.60
478.987,181.85,206.60,100.85,14.22,177.80,44.00,0.00,13.30,-12.60
479.166,181.85,206.60,100.85,14.22,177.80,44.00,0.00,13.30,-12.60
479.348,181.85,206.60,100.85,14.22,177.80,44.00,0.00,13.30,-12.60
479.527,181.85,206.60,100.85,14.22,177.80,44.00,0.00,14.43,-12.60
479.708,181.85,206.60,100.85,14.22,177.80,44.00,0.00,14.43,-13.78
479.887,183.20,206.60,100.85,14.22,177.80,44.00,0.00,14.43,-13.78
480.067,183.20,206.60,100.85,14.22,177.80,44.00,0.00,14.43,-13.78
480.248,183.20,206.60,102.20,14.22,177.80,44.00,0.00,14.43,-13.78
480.458,183.20,206.60,102.20,12.91,177.80,44.00,0.00,14.43,-13.78
480.637,183.20,206.60,102.20,12.91,177.80,44.00,0.00,14.43,-13.78
480.817,183.20,206.60,102.20,12.91,177.80,44.00,0.00,14.43,-13.78
480.998,183.20,206.60,102.20,12.91,177.80,44.00,0.00,14.43,-13.78
481.175,183.20,206.60,102.20,12.91,177.80,44.00,0.00,13.05,-13.78
481.355,183.20,206.60,102.20,12.91,177.80,44.00,0.00,13.05,32.20
481.535,183.20,206.60,102.20,12.91,177.80,44.00,0.00,13.05,32.20
481.717,183.20,206.60,102.20,12.91,177.80,44.00,0.00,13.05,32.20
481.897,183.20,206.60,103.55,12.91,177.80,44.00,0.00,13.05,32.20
482.077,183.20,206.60,103.55,12.81,177.80,44.00,0.00,13.05,32.20
482.258,183.20,206.60,103.55,12.81,177.80,44.00,0.00,13.05,32.20
482.438,183.20,206.60,103.55,12.81,177.80,44.00,0.00,13.05,32.20
482.617,183.20,206.60,103.55,12.81,177.80,44.00,0.00,13.05,32.20
482.797,183.20,206.60,103.55,12.81,177.80,44.00,0.00,12.94,32.20
482.992,183.20,206.60,103.55,12.81,177.80,44.00,0.00,12.94,31.50
